Numero Ticket;ItemID;Item;Fecha Creacion;Fecha Termino;Fecha Cierre;Resumen;Ubicacion;Modo Reporte;Estado;Prioridad
WO0000005729772;221;SILLAS;2024-10-27;;;LIMPIAR;PLAZA LIMA NORTE - 191058;Web HD;Rechazado;3
WO0000005729777;6;ALFOMBRAS;2024-10-27;;;REPARAR;PLAZA LIMA NORTE - 191058;Web HD;En Curso;3
WO0000005729792;190;PUERTA / MAMPARA CERRADURA;2024-10-27;29/10/2024;29-10-24;REEMPLAZAR;NARANJAL - 191141;Web HD;Terminado;3
WO0000005730104;240;TECHO /BALDOSAS;2024-10-27;;;CAMBIAR;NACIONES UNIDAS - 191084;Web HD;En Curso;3
WO0000005730129;249;TOMACORRIENTES;2024-10-27;;;REVISAR;NACIONES UNIDAS - 191084;Web HD;En Curso;3
WO0000005730136;214;SENSOR DE ANIEGO;2024-10-27;;;REPARAR;NACIONES UNIDAS - 191084;Web HD;En Curso;3
WO0000005730144;123;INODOROS;2024-10-27;;;REVISAR;NACIONES UNIDAS - 191084;Web HD;En Curso;3
WO0000005730172;5;AIRE ACONDICIONADO;2024-10-27;;;REPARAR;NAYLAMP - 191143;Web HD;En Curso;3
WO0000005730182;163;PARED;2024-10-27;;;PINTAR;NAYLAMP - 191143;Web HD;En Curso;3
WO0000005730427;30;CABLEADO;2024-10-27;;;ORDENAR;LA PAMPILLA - 192012;Web HD;En Curso;3
WO0000005730471;56;CONTADOR DE BILLETES;2024-10-27;;;REPARAR;LOS ALISOS - 191080;Web HD;En Curso;3
WO0000005730472;57;CONTADOR DE MONEDAS;2024-10-27;28/10/2024;28-10-24;REPARAR;TUPAC AMARU - 191038;Web HD;Terminado;3
WO0000005730478;56;CONTADOR DE BILLETES;2024-10-27;;;REPARAR;LOS ALISOS - 191080;Web HD;En Curso;3
WO0000005730719;199;PUNTO / CABLE DE RED;2024-10-27;28/10/2024;28-10-24;REVISAR;PERU - 191056;Web HD;Terminado;3
WO0000005730775;197;PULSADOR DE ASALTO;2024-10-27;27/10/2024;30-10-24;REPARAR;CHIMPU OCLLO - 191113;Web HD;Cerrado;3
WO0000005730776;248;TICKETERA;2024-10-27;;;REVISAR;TUSILAGOS - 191108;Web HD;Rechazado;3
WO0000005730786;221;SILLAS;2024-10-27;;;REPARAR;PRO - 191029;Web HD;En Curso;3
WO0000005731314;43;CAJONERA CERRADURA;2024-10-27;;;DUPLICADO DE LLAVE;TUSILAGOS - 191108;Web HD;En Curso;3
WO0000005731341;5;AIRE ACONDICIONADO;2024-10-27;28/10/2024;28-10-24;REGULAR;NAYLAMP - 191143;Web HD;Terminado;3
WO0000005731342;108;FOCO FLOURESCENTES;2024-10-27;;;CAMBIAR;PROCERES - 191120;Web HD;En Curso;3
WO0000005731348;56;CONTADOR DE BILLETES;2024-10-27;;;REPARAR;PROCERES - 191120;Web HD;En Curso;3
WO0000005731372;253;TV;2024-10-27;28/10/2024;28-10-24;REPARAR;MERCADO DE FRUTAS - 191064;Web HD;Terminado;2
WO0000005731719;139;LONCHERA CERRADURA;2024-10-27;;;REEMPLAZAR;BELAUNDE - 191018;Web HD;En Curso;3
WO0000005731734;57;CONTADOR DE MONEDAS;2024-10-27;29/10/2024;29-10-24;REPARAR;METRO AV. WIESSE - 191106;Web HD;Terminado;3
WO0000005731743;122;INODORO TANQUE DE AGUA;2024-10-27;;;REVISAR;PERU - 191056;Web HD;En Curso;3
WO0000005731745;43;CAJONERA CERRADURA;2024-10-27;;;APERTURAR;UNIPLAZA - 191019;Web HD;En Curso;3
